[-1.3269453, 0.23990197, 1.0870434, -0.37964296, -0.98996806, 1.369611]
[-1.3263956, 0.23833759, 1.0880579, -0.3560706, -1.0072542, 1.363324]
[-1.3056024, 1.1234939, 0.18210898, -1.2426023, 0.03653265, 1.2060701]
[-1.2477521, 1.2003618, 0.047390204, -1.3103777, 0.19455528, 1.1158218]
[-1.225611, 1.2238768, 0.0017343096, -1.2819829, 0.12389425, 1.1580889]
[-1.3133824, 1.1108608, 0.20252147, -1.2561493, 0.065432, 1.1907173]
[-1.3853725, 0.93876994, 0.44660267, -1.3978074, 0.51289076, 0.8849166]
[-1.3846357, 0.94149244, 0.44314322, -0.9070124, 1.393185, -0.4861728]
[-0.7542455, 1.4131417, -0.65889615, 0.22996174, 1.0934635, -1.3234255]
[-0.8159523, 1.4083092, -0.5923569, 0.3631144, 1.002128, -1.3652427]
[0.43183708, -1.3821676, 0.95033133, 0.024111219, 1.2125114, -1.2366222]
[0.8715936, -1.4002877, 0.52869534, 0.014698758, 1.2173296, -1.2320278]
[-1.3303244, 0.24961725, 1.0807072, -0.3974264, -0.97667485, 1.3741027]
[0.22645536, -1.3221691, 1.0957128, -0.08394381, 1.2645577, -1.180613]
[0.11422416, -1.2778547, 1.1636323, -0.26700065, 1.3362199, -1.0692179]
[0.342744, -1.3596046, 1.0168587, -0.26087055, 1.3341631, -1.073292]
[0.35006788, -1.3616642, 1.0115943, -0.21688531, 1.3186984, -1.1018145]
[0.46267754, -1.3886836, 0.926006, -0.24386448, 1.328331, -1.0844661]
[0.30272788, -1.3477205, 1.0449907, -0.33035237, 1.3560374, -1.025685]
[0.9136136, -1.3916775, 0.4780627, -0.68293273, 1.413941, -0.7310086]
[1.4073656, -0.8240687, -0.5832951, -0.61057633, 1.4100041, -0.799428]
[-1.4142135, 0.7071928, 0.7070207, -1.3088545, 1.1182969, 0.19055761]
[-0.7610134, 1.4128073, -0.65179306, -1.4065808, 0.57621676, 0.83036405]
[-1.330103, 0.2489758, 1.0811278, -0.37788457, -0.9912698, 1.3691558]
[-1.3489385, 1.0422652, 0.30667302, -0.21715455, -1.101643, 1.3187973]
[-1.2736926, 1.1690872, 0.10460544, -0.36352172, -1.001831, 1.3653522]
[-1.3417003, 1.0579938, 0.28370652, 0.22019005, -1.3199049, 1.0997124]
[-1.2471268, 1.201063, 0.046065077, 1.2150906, -1.234176, 0.019080963]
[-1.3468618, 1.0468909, 0.29997066, -0.33540395, -1.0221006, 1.3575032]
[-1.1653292, -0.1112421, 1.2765708, -1.134552, -0.16388185, 1.2984354]
[0.33065492, 1.0254709, -1.3561257, 0.88474846, 0.51309174, -1.3978403]
[0.26511866, 1.0704719, -1.3355906, 1.0096426, 0.35277283, -1.3624145]
[0.31076747, 1.0394248, -1.3501923, 1.2385272, -0.028046222, -1.2104807]
[0.61032754, 0.79965526, -1.4099829, 1.3206482, -0.2222415, -1.0984066]
[-1.3279108, 0.24266002, 1.0852506, -0.36580765, -1.0001602, 1.3659664]
[0.58820057, 0.8196838, -1.4078844, 1.3031316, -0.1757649, -1.1273662]
[0.6351229, 0.77672577, -1.4118485, 1.251844, -0.05612744, -1.1957158]
[0.6490866, 0.7635811, -1.4126678, 1.2678769, -0.09138271, -1.1764938]
[-1.2139584, -0.021294199, 1.2352536, 1.2873709, -0.13672683, -1.1506442]
[-1.1616578, -0.117679775, 1.2793367, 1.2561929, -0.06552609, -1.190666]
[-1.1162329, -0.19389117, 1.3101261, 1.3104053, -0.19462904, -1.1157765]
[-1.1455394, -0.14542627, 1.2909651, 1.3224216, -0.22715881, -1.0952625]
[-1.1356385, -0.16207418, 1.2977123, 1.354835, -0.32625315, -1.028582]
[-1.1526529, -0.13328141, 1.2859346, 1.3788061, -0.4170607, -0.9617454]
[-1.1506748, -0.13667476, 1.2873491, 1.390415, -0.47146413, -0.9189493]
[-1.3238143, 0.2310507, 1.0927633, -0.32150137, -1.0319268, 1.3534267]
[-1.1277761, -0.17509139, 1.3028675, 1.4133214, -0.7501717, -0.66314816]
[-1.1764694, -0.091426745, 1.267896, 1.3760188, -0.9707273, -0.40529144]
[-1.1924415, -0.06223335, 1.2546753, 1.2489858, -1.1989717, -0.05001403]
[-1.2216316, -0.0062025874, 1.2278345, 0.9296329, -1.3877671, 0.4581325]
[-1.2274865, 0.005502299, 1.2219846, 0.827244, -1.4069757, 0.57973003]
[-1.2148957, -0.019465938, 1.2343619, 0.8017701, -1.4097819, 0.60801274]
[-1.2274464, 0.0054208604, 1.2220254, 0.6493151, -1.4126803, 0.76336354]
[-1.2343053, 0.019349536, 1.2149554, 0.57221663, -1.4061202, 0.8339028]
[-1.2564547, 0.066096224, 1.1903583, 0.4525267, -1.386614, 0.93408865]
[-1.3546745, 0.32570875, 1.0289658, -0.32858032, -1.0269387, 1.355519]
[-1.3884815, 0.46166876, 0.92681247, -0.7541446, -0.65900177, 1.4131464]
[-1.4071739, 0.5815359, 0.82563794, -0.8751807, -0.5244618, 1.3996423]
[-1.4120718, 0.77341276, 0.6386594, -0.95917034, -0.42041156, 1.3795819]
